cust_id,prod_id,product_name,category,purchase_amt,purchase_date
CUST525,PROD002,Conditioner,Hair Care,89.49,2024-01-07 05:14:12
CUST600,PROD018,Deodorant,Body Care,43.99,2024-01-24 18:18:59
CUST418,PROD037,Hand Sanitizer,Hygiene,6.99,2024-08-18 18:30:34
CUST521,PROD024,Lipstick,Makeup,84.49,2024-06-07 04:34:05
CUST126,PROD001,Shampoo,Hair Care,45.49,2024-12-05 15:15:48
CUST016,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-09-11 09:37:34
CUST582,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-05-22 09:45:41
CUST336,PROD009,Face Scrub,Skin Care,52.49,2024-09-19 04:04:57
CUST051,PROD031,Toothpaste,Oral Care,49.99,2024-04-18 02:41:35
CUST448,PROD011,Nail Polish,Nail Care,23.49,2024-09-03 23:03:17
CUST591,PROD036,Aftershave,Shaving,43.49,2024-03-20 08:38:07
CUST134,PROD003,Hair Oil,Hair Care,35.49,2024-01-26 02:07:23
CUST015,PROD024,Lipstick,Makeup,84.49,2024-02-16 07:09:09
CUST122,PROD016,Body Wash,Body Care,7.49,2024-12-20 07:01:47
CUST543,PROD036,Aftershave,Shaving,43.49,2024-01-25 08:22:08
CUST271,PROD038,Wet Wipes,Hygiene,56.49,2024-07-15 10:51:21
CUST574,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-07-23 20:15:26
CUST345,PROD030,Diffusers,Aromatherapy,82.49,2024-11-02 11:08:11
CUST558,PROD042,Cologne,Fragrance,56.99,2024-11-01 00:45:50
CUST105,PROD035,Shaving Cream,Shaving,46.49,2024-11-02 18:17:26
CUST497,PROD037,Hand Sanitizer,Hygiene,6.99,2024-09-03 09:19:17
CUST468,PROD037,Hand Sanitizer,Hygiene,6.99,2024-05-29 22:06:42
CUST233,PROD006,Face Wash,Skin Care,58.99,2024-10-23 11:41:06
CUST033,PROD009,Face Scrub,Skin Care,52.49,2024-07-08 21:40:14
CUST270,PROD017,Body Scrub,Body Care,82.49,2024-06-04 08:18:34
CUST413,PROD006,Face Wash,Skin Care,58.99,2024-09-02 22:15:34
CUST524,PROD008,Sunscreen,Skin Care,65.99,2024-08-04 05:13:52
CUST212,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-09-01 08:18:58
CUST345,PROD025,Eyeliner,Makeup,12.49,2024-04-06 16:34:54
CUST037,PROD042,Cologne,Fragrance,56.99,2024-05-27 17:44:54
CUST220,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-06-11 07:27:25
CUST061,PROD013,Nail Strengthener,Nail Care,58.49,2024-05-08 13:23:18
CUST119,PROD041,Body Mist,Fragrance,98.49,2024-07-18 11:38:57
CUST541,PROD026,Mascara,Makeup,70.99,2024-04-29 05:04:03
CUST444,PROD041,Body Mist,Fragrance,98.49,2024-09-06 16:54:58
CUST223,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-05-27 02:36:06
CUST537,PROD003,Hair Oil,Hair Care,35.49,2024-04-16 05:32:40
CUST070,PROD006,Face Wash,Skin Care,58.99,2024-12-13 07:14:37
CUST169,PROD013,Nail Strengthener,Nail Care,58.49,2024-01-09 16:27:15
CUST224,PROD039,Feminine Wash,Hygiene,96.49,2024-05-01 10:57:49
CUST508,PROD013,Nail Strengthener,Nail Care,58.49,2024-10-04 23:11:39
CUST526,PROD042,Cologne,Fragrance,56.99,2024-12-21 09:28:18
CUST476,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-02-18 08:57:48
CUST033,PROD032,Mouthwash,Oral Care,48.49,2024-07-11 14:42:27
CUST035,PROD040,Perfume,Fragrance,31.99,2024-06-21 20:20:54
CUST179,PROD026,Mascara,Makeup,70.99,2024-07-18 15:17:14
CUST071,PROD031,Toothpaste,Oral Care,49.99,2024-03-17 07:36:33
CUST563,PROD031,Toothpaste,Oral Care,49.99,2024-01-10 11:05:27
CUST005,PROD040,Perfume,Fragrance,31.99,2024-09-09 19:46:02
CUST397,PROD007,Moisturizer,Skin Care,43.49,2024-08-04 05:33:15
CUST350,PROD011,Nail Polish,Nail Care,23.49,2024-08-31 23:28:13
CUST409,PROD027,Blush,Makeup,53.99,2024-03-14 08:48:58
CUST463,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-10-18 08:00:15
CUST471,PROD035,Shaving Cream,Shaving,46.49,2024-03-07 07:08:12
CUST360,PROD003,Hair Oil,Hair Care,35.49,2024-07-30 07:53:38
CUST318,PROD037,Hand Sanitizer,Hygiene,6.99,2024-12-11 09:02:35
CUST242,PROD034,Razor,Shaving,21.49,2024-04-12 22:37:52
CUST348,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-08-14 02:12:24
CUST023,PROD038,Wet Wipes,Hygiene,56.49,2024-10-01 03:45:23
CUST145,PROD007,Moisturizer,Skin Care,43.49,2024-11-24 06:31:51
CUST402,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-04-16 16:41:08
CUST184,PROD021,Straightener,Tools/Accessories,78.99,2024-04-16 23:54:24
CUST023,PROD031,Toothpaste,Oral Care,49.99,2024-10-25 20:04:40
CUST158,PROD003,Hair Oil,Hair Care,35.49,2024-02-15 03:12:37
CUST178,PROD009,Face Scrub,Skin Care,52.49,2024-11-10 07:59:08
CUST503,PROD023,Foundation,Makeup,44.49,2024-10-23 13:34:26
CUST392,PROD010,Toner,Skin Care,98.49,2024-01-22 09:37:08
CUST517,PROD007,Moisturizer,Skin Care,43.49,2024-11-08 01:05:34
CUST399,PROD001,Shampoo,Hair Care,45.49,2024-10-27 01:42:26
CUST249,PROD014,Cuticle Oil,Nail Care,18.99,2024-11-24 17:00:34
CUST428,PROD024,Lipstick,Makeup,84.49,2024-01-01 12:14:28
CUST185,PROD035,Shaving Cream,Shaving,46.49,2024-06-13 14:42:39
CUST550,PROD038,Wet Wipes,Hygiene,56.49,2024-03-03 08:36:53
CUST228,PROD018,Deodorant,Body Care,43.99,2024-02-16 15:06:31
CUST356,PROD007,Moisturizer,Skin Care,43.49,2024-06-04 22:36:04
CUST245,PROD001,Shampoo,Hair Care,45.49,2024-08-02 18:53:51
CUST036,PROD001,Shampoo,Hair Care,45.49,2024-11-29 19:15:45
CUST219,PROD001,Shampoo,Hair Care,45.49,2024-09-25 13:27:38
CUST419,PROD002,Conditioner,Hair Care,89.49,2024-12-28 17:41:57
CUST184,PROD016,Body Wash,Body Care,7.49,2024-07-07 15:40:32
CUST348,PROD005,Hair Mask,Hair Care,48.49,2024-09-20 14:21:43
CUST138,PROD008,Sunscreen,Skin Care,65.99,2024-12-23 20:57:08
CUST069,PROD014,Cuticle Oil,Nail Care,18.99,2024-07-30 19:34:26
CUST136,PROD005,Hair Mask,Hair Care,48.49,2024-05-06 13:25:09
CUST013,PROD030,Diffusers,Aromatherapy,82.49,2024-08-13 13:51:14
CUST468,PROD016,Body Wash,Body Care,7.49,2024-08-27 18:37:00
CUST272,PROD032,Mouthwash,Oral Care,48.49,2024-11-23 05:00:47
CUST372,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-08-13 00:20:36
CUST371,PROD008,Sunscreen,Skin Care,65.99,2024-04-23 14:58:12
CUST190,PROD010,Toner,Skin Care,98.49,2024-02-12 08:48:46
CUST176,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-09-23 06:55:30
CUST316,PROD039,Feminine Wash,Hygiene,96.49,2024-05-02 23:09:27
CUST141,PROD023,Foundation,Makeup,44.49,2024-08-29 10:27:09
CUST006,PROD003,Hair Oil,Hair Care,35.49,2024-11-12 17:08:24
CUST146,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-11-29 07:40:40
CUST448,PROD041,Body Mist,Fragrance,98.49,2024-08-18 12:21:22
CUST517,PROD015,Body Lotion,Body Care,58.99,2024-03-12 02:21:07
CUST006,PROD016,Body Wash,Body Care,7.49,2024-11-07 01:06:45
CUST595,PROD013,Nail Strengthener,Nail Care,58.49,2024-04-05 21:23:30
CUST322,PROD039,Feminine Wash,Hygiene,96.49,2024-12-14 15:49:35
CUST319,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-01-23 23:35:43
CUST015,PROD006,Face Wash,Skin Care,58.99,2024-10-06 18:58:19
CUST397,PROD004,Hair Serum,Hair Care,85.49,2024-03-01 15:12:24
CUST227,PROD024,Lipstick,Makeup,84.49,2024-01-30 21:17:03
CUST594,PROD014,Cuticle Oil,Nail Care,18.99,2024-01-28 21:55:06
CUST164,PROD040,Perfume,Fragrance,31.99,2024-04-30 15:38:43
CUST260,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-06-28 02:31:12
CUST409,PROD039,Feminine Wash,Hygiene,96.49,2024-12-26 01:52:19
CUST589,PROD041,Body Mist,Fragrance,98.49,2024-02-02 21:53:34
CUST271,PROD028,Essential Oils,Aromatherapy,35.99,2024-10-28 21:35:35
CUST566,PROD037,Hand Sanitizer,Hygiene,6.99,2024-06-22 01:31:00
CUST312,PROD006,Face Wash,Skin Care,58.99,2024-05-26 13:57:08
CUST105,PROD002,Conditioner,Hair Care,89.49,2024-08-17 17:27:48
CUST108,PROD008,Sunscreen,Skin Care,65.99,2024-09-13 05:59:11
CUST588,PROD004,Hair Serum,Hair Care,85.49,2024-04-01 07:19:50
CUST554,PROD021,Straightener,Tools/Accessories,78.99,2024-03-06 07:40:47
CUST042,PROD037,Hand Sanitizer,Hygiene,6.99,2024-05-13 01:41:38
CUST264,PROD030,Diffusers,Aromatherapy,82.49,2024-09-08 12:27:38
CUST146,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-05-29 15:44:58
CUST558,PROD011,Nail Polish,Nail Care,23.49,2024-05-01 03:54:17
CUST434,PROD008,Sunscreen,Skin Care,65.99,2024-09-10 15:53:44
CUST019,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-06-03 17:40:48
CUST206,PROD031,Toothpaste,Oral Care,49.99,2024-02-16 17:35:31
CUST179,PROD031,Toothpaste,Oral Care,49.99,2024-07-15 01:09:55
CUST350,PROD001,Shampoo,Hair Care,45.49,2024-05-26 04:04:38
CUST443,PROD007,Moisturizer,Skin Care,43.49,2024-07-16 18:12:33
CUST583,PROD040,Perfume,Fragrance,31.99,2024-11-17 07:02:59
CUST507,PROD015,Body Lotion,Body Care,58.99,2024-01-26 10:06:38
CUST314,PROD035,Shaving Cream,Shaving,46.49,2024-03-29 08:23:55
CUST072,PROD037,Hand Sanitizer,Hygiene,6.99,2024-10-08 00:54:15
CUST242,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-07-17 16:52:06
CUST485,PROD023,Foundation,Makeup,44.49,2024-05-11 05:34:43
CUST489,PROD034,Razor,Shaving,21.49,2024-10-24 14:21:57
CUST097,PROD012,Nail Remover,Nail Care,96.49,2024-09-22 15:35:01
CUST157,PROD040,Perfume,Fragrance,31.99,2024-02-20 05:32:55
CUST248,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-03-02 07:05:25
CUST419,PROD013,Nail Strengthener,Nail Care,58.49,2024-01-07 11:34:19
CUST039,PROD035,Shaving Cream,Shaving,46.49,2024-10-13 13:24:33
CUST344,PROD017,Body Scrub,Body Care,82.49,2024-10-20 01:26:22
CUST134,PROD001,Shampoo,Hair Care,45.49,2024-11-18 15:11:56
CUST529,PROD032,Mouthwash,Oral Care,48.49,2024-04-04 21:08:59
CUST303,PROD029,Aroma Candles,Aromatherapy,63.49,2024-06-24 01:01:58
CUST030,PROD001,Shampoo,Hair Care,45.49,2024-01-24 08:49:36
CUST168,PROD031,Toothpaste,Oral Care,49.99,2024-04-28 18:43:53
CUST570,PROD006,Face Wash,Skin Care,58.99,2024-08-04 14:47:26
CUST501,PROD023,Foundation,Makeup,44.49,2024-07-24 16:07:32
CUST555,PROD012,Nail Remover,Nail Care,96.49,2024-12-18 12:04:44
CUST482,PROD002,Conditioner,Hair Care,89.49,2024-05-17 11:38:53
CUST172,PROD041,Body Mist,Fragrance,98.49,2024-09-17 07:15:00
CUST534,PROD003,Hair Oil,Hair Care,35.49,2024-03-05 01:03:36
CUST441,PROD011,Nail Polish,Nail Care,23.49,2024-10-07 16:14:57
CUST175,PROD026,Mascara,Makeup,70.99,2024-02-22 15:47:14
CUST034,PROD004,Hair Serum,Hair Care,85.49,2024-11-07 16:13:48
CUST097,PROD001,Shampoo,Hair Care,45.49,2024-07-16 06:03:53
CUST137,PROD018,Deodorant,Body Care,43.99,2024-03-18 09:56:57
CUST072,PROD003,Hair Oil,Hair Care,35.49,2024-04-02 12:13:42
CUST473,PROD034,Razor,Shaving,21.49,2024-03-14 20:30:34
CUST146,PROD028,Essential Oils,Aromatherapy,35.99,2024-01-12 03:22:48
CUST220,PROD015,Body Lotion,Body Care,58.99,2024-04-06 14:24:36
CUST322,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-05-05 11:24:26
CUST141,PROD037,Hand Sanitizer,Hygiene,6.99,2024-09-30 20:16:08
CUST507,PROD040,Perfume,Fragrance,31.99,2024-04-16 22:03:39
CUST521,PROD009,Face Scrub,Skin Care,52.49,2024-10-14 06:14:47
CUST338,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-09-04 02:04:40
CUST220,PROD017,Body Scrub,Body Care,82.49,2024-10-02 23:08:58
CUST540,PROD016,Body Wash,Body Care,7.49,2024-02-11 01:02:13
CUST478,PROD015,Body Lotion,Body Care,58.99,2024-01-30 14:57:57
CUST342,PROD010,Toner,Skin Care,98.49,2024-09-11 10:48:40
CUST249,PROD032,Mouthwash,Oral Care,48.49,2024-01-03 11:56:35
CUST156,PROD015,Body Lotion,Body Care,58.99,2024-01-23 23:38:44
CUST556,PROD011,Nail Polish,Nail Care,23.49,2024-08-17 12:21:06
CUST380,PROD010,Toner,Skin Care,98.49,2024-01-20 03:12:27
CUST504,PROD023,Foundation,Makeup,44.49,2024-11-13 17:15:27
CUST441,PROD028,Essential Oils,Aromatherapy,35.99,2024-02-15 21:59:52
CUST436,PROD039,Feminine Wash,Hygiene,96.49,2024-03-18 22:37:24
CUST379,PROD008,Sunscreen,Skin Care,65.99,2024-03-26 18:12:35
CUST151,PROD005,Hair Mask,Hair Care,48.49,2024-11-30 18:21:36
CUST384,PROD027,Blush,Makeup,53.99,2024-12-19 19:23:46
CUST281,PROD035,Shaving Cream,Shaving,46.49,2024-09-25 00:12:47
CUST329,PROD030,Diffusers,Aromatherapy,82.49,2024-11-15 03:44:18
CUST041,PROD023,Foundation,Makeup,44.49,2024-07-15 10:05:00
CUST588,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-05-04 21:02:40
CUST170,PROD016,Body Wash,Body Care,7.49,2024-11-24 14:48:53
CUST536,PROD031,Toothpaste,Oral Care,49.99,2024-08-07 23:57:56
CUST088,PROD030,Diffusers,Aromatherapy,82.49,2024-02-24 11:32:50
CUST263,PROD026,Mascara,Makeup,70.99,2024-06-01 17:30:19
CUST543,PROD031,Toothpaste,Oral Care,49.99,2024-07-14 23:08:43
CUST400,PROD025,Eyeliner,Makeup,12.49,2024-01-15 15:31:33
CUST382,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-03-26 22:06:33
CUST464,PROD008,Sunscreen,Skin Care,65.99,2024-05-21 22:08:12
CUST014,PROD014,Cuticle Oil,Nail Care,18.99,2024-08-11 16:33:20
CUST283,PROD009,Face Scrub,Skin Care,52.49,2024-11-15 09:57:19
CUST360,PROD030,Diffusers,Aromatherapy,82.49,2024-03-09 16:21:15
CUST466,PROD001,Shampoo,Hair Care,45.49,2024-01-18 15:20:13
CUST138,PROD014,Cuticle Oil,Nail Care,18.99,2024-11-23 04:36:12
CUST014,PROD014,Cuticle Oil,Nail Care,18.99,2024-05-16 05:15:42
CUST086,PROD032,Mouthwash,Oral Care,48.49,2024-02-21 23:25:07
CUST434,PROD031,Toothpaste,Oral Care,49.99,2024-04-02 13:20:06
CUST118,PROD002,Conditioner,Hair Care,89.49,2024-03-17 06:02:32
CUST056,PROD042,Cologne,Fragrance,56.99,2024-08-27 01:07:51
CUST452,PROD010,Toner,Skin Care,98.49,2024-08-13 12:39:30
CUST592,PROD003,Hair Oil,Hair Care,35.49,2024-09-08 22:33:15
CUST317,PROD035,Shaving Cream,Shaving,46.49,2024-10-10 08:37:37
CUST155,PROD006,Face Wash,Skin Care,58.99,2024-02-23 16:21:35
CUST537,PROD018,Deodorant,Body Care,43.99,2024-07-06 10:57:50
CUST264,PROD040,Perfume,Fragrance,31.99,2024-08-14 04:57:14
CUST169,PROD039,Feminine Wash,Hygiene,96.49,2024-08-13 18:42:53
CUST143,PROD013,Nail Strengthener,Nail Care,58.49,2024-06-10 00:20:10
CUST578,PROD027,Blush,Makeup,53.99,2024-11-18 19:02:46
CUST112,PROD030,Diffusers,Aromatherapy,82.49,2024-06-27 10:47:12
CUST517,PROD021,Straightener,Tools/Accessories,78.99,2024-03-12 11:54:07
CUST148,PROD040,Perfume,Fragrance,31.99,2024-08-24 09:44:35
CUST493,PROD017,Body Scrub,Body Care,82.49,2024-01-12 03:23:13
CUST111,PROD026,Mascara,Makeup,70.99,2024-12-04 04:11:58
CUST073,PROD014,Cuticle Oil,Nail Care,18.99,2024-01-29 22:50:49
CUST363,PROD041,Body Mist,Fragrance,98.49,2024-11-27 22:39:10
CUST337,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-03-09 08:27:31
CUST283,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-12-08 01:56:10
CUST430,PROD010,Toner,Skin Care,98.49,2024-06-12 08:35:20
CUST570,PROD004,Hair Serum,Hair Care,85.49,2024-05-07 05:33:30
CUST593,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-02-27 09:38:13
CUST221,PROD014,Cuticle Oil,Nail Care,18.99,2024-10-16 06:14:56
CUST497,PROD005,Hair Mask,Hair Care,48.49,2024-10-22 05:00:39
CUST137,PROD025,Eyeliner,Makeup,12.49,2024-03-22 20:42:19
CUST203,PROD013,Nail Strengthener,Nail Care,58.49,2024-01-11 11:53:15
CUST514,PROD012,Nail Remover,Nail Care,96.49,2024-06-10 04:02:46
CUST116,PROD018,Deodorant,Body Care,43.99,2024-08-29 06:56:41
CUST290,PROD007,Moisturizer,Skin Care,43.49,2024-03-03 17:39:38
CUST358,PROD017,Body Scrub,Body Care,82.49,2024-08-24 20:33:59
CUST469,PROD027,Blush,Makeup,53.99,2024-06-07 16:55:13
CUST073,PROD007,Moisturizer,Skin Care,43.49,2024-10-02 22:07:07
CUST139,PROD018,Deodorant,Body Care,43.99,2024-10-19 04:29:16
CUST413,PROD023,Foundation,Makeup,44.49,2024-08-01 10:18:49
CUST367,PROD005,Hair Mask,Hair Care,48.49,2024-09-27 16:33:11
CUST512,PROD010,Toner,Skin Care,98.49,2024-10-05 06:48:57
CUST569,PROD015,Body Lotion,Body Care,58.99,2024-09-09 14:15:26
CUST115,PROD016,Body Wash,Body Care,7.49,2024-03-01 13:34:24
CUST029,PROD038,Wet Wipes,Hygiene,56.49,2024-09-22 10:59:11
CUST517,PROD007,Moisturizer,Skin Care,43.49,2024-11-04 19:34:57
CUST409,PROD010,Toner,Skin Care,98.49,2024-04-04 19:22:57
CUST075,PROD034,Razor,Shaving,21.49,2024-11-28 05:25:20
CUST467,PROD030,Diffusers,Aromatherapy,82.49,2024-01-15 05:00:21
CUST150,PROD009,Face Scrub,Skin Care,52.49,2024-01-26 03:38:11
CUST312,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-07-15 15:33:00
CUST386,PROD042,Cologne,Fragrance,56.99,2024-01-15 08:10:32
CUST418,PROD038,Wet Wipes,Hygiene,56.49,2024-06-13 12:27:35
CUST321,PROD010,Toner,Skin Care,98.49,2024-07-16 07:11:57
CUST382,PROD035,Shaving Cream,Shaving,46.49,2024-12-23 09:51:41
CUST148,PROD027,Blush,Makeup,53.99,2024-11-03 21:05:19
CUST388,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-01-07 14:37:23
CUST434,PROD008,Sunscreen,Skin Care,65.99,2024-10-29 05:43:28
CUST154,PROD038,Wet Wipes,Hygiene,56.49,2024-03-07 22:04:02
CUST583,PROD023,Foundation,Makeup,44.49,2024-02-03 08:15:07
CUST062,PROD013,Nail Strengthener,Nail Care,58.49,2024-03-11 07:41:59
CUST508,PROD026,Mascara,Makeup,70.99,2024-02-26 13:17:32
CUST391,PROD001,Shampoo,Hair Care,45.49,2024-09-19 19:34:00
CUST497,PROD016,Body Wash,Body Care,7.49,2024-02-03 20:58:09
CUST174,PROD026,Mascara,Makeup,70.99,2024-10-02 02:35:34
CUST173,PROD006,Face Wash,Skin Care,58.99,2024-01-06 11:20:37
CUST333,PROD023,Foundation,Makeup,44.49,2024-08-26 22:27:51
CUST398,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-03-19 10:53:28
CUST429,PROD016,Body Wash,Body Care,7.49,2024-06-23 20:56:17
CUST170,PROD032,Mouthwash,Oral Care,48.49,2024-10-15 03:27:19
CUST277,PROD013,Nail Strengthener,Nail Care,58.49,2024-01-14 16:06:40
CUST380,PROD027,Blush,Makeup,53.99,2024-02-23 07:29:38
CUST350,PROD017,Body Scrub,Body Care,82.49,2024-12-15 04:54:14
CUST137,PROD037,Hand Sanitizer,Hygiene,6.99,2024-02-22 23:38:13
CUST137,PROD031,Toothpaste,Oral Care,49.99,2024-05-04 17:50:07
CUST189,PROD024,Lipstick,Makeup,84.49,2024-01-26 20:44:40
CUST404,PROD004,Hair Serum,Hair Care,85.49,2024-04-04 15:34:34
CUST039,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-09-01 12:17:13
CUST307,PROD038,Wet Wipes,Hygiene,56.49,2024-11-06 10:14:26
CUST178,PROD026,Mascara,Makeup,70.99,2024-12-25 16:15:33
CUST391,PROD024,Lipstick,Makeup,84.49,2024-11-10 15:40:09
CUST003,PROD034,Razor,Shaving,21.49,2024-04-30 07:30:28
CUST474,PROD032,Mouthwash,Oral Care,48.49,2024-10-29 08:09:21
CUST152,PROD017,Body Scrub,Body Care,82.49,2024-08-04 23:05:01
CUST123,PROD034,Razor,Shaving,21.49,2024-01-16 12:29:14
CUST158,PROD012,Nail Remover,Nail Care,96.49,2024-06-13 15:15:20
CUST010,PROD039,Feminine Wash,Hygiene,96.49,2024-03-21 16:18:41
CUST026,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-12-19 07:57:11
CUST083,PROD014,Cuticle Oil,Nail Care,18.99,2024-07-23 03:44:15
CUST493,PROD039,Feminine Wash,Hygiene,96.49,2024-04-30 14:45:10
CUST520,PROD008,Sunscreen,Skin Care,65.99,2024-12-12 18:36:56
CUST173,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-08-23 13:24:44
CUST542,PROD037,Hand Sanitizer,Hygiene,6.99,2024-09-29 14:47:30
CUST249,PROD039,Feminine Wash,Hygiene,96.49,2024-11-04 15:24:00
CUST477,PROD014,Cuticle Oil,Nail Care,18.99,2024-05-30 19:39:23
CUST087,PROD007,Moisturizer,Skin Care,43.49,2024-08-10 12:27:02
CUST428,PROD032,Mouthwash,Oral Care,48.49,2024-07-23 14:52:43
CUST566,PROD040,Perfume,Fragrance,31.99,2024-06-09 20:36:59
CUST099,PROD026,Mascara,Makeup,70.99,2024-05-29 21:26:39
CUST126,PROD034,Razor,Shaving,21.49,2024-08-06 14:50:08
CUST234,PROD016,Body Wash,Body Care,7.49,2024-05-26 13:09:14
CUST484,PROD029,Aroma Candles,Aromatherapy,63.49,2024-09-18 14:17:47
CUST460,PROD018,Deodorant,Body Care,43.99,2024-12-19 03:16:53
CUST120,PROD021,Straightener,Tools/Accessories,78.99,2024-01-05 07:22:30
CUST441,PROD024,Lipstick,Makeup,84.49,2024-11-12 01:20:30
CUST172,PROD011,Nail Polish,Nail Care,23.49,2024-09-13 03:24:22
CUST373,PROD014,Cuticle Oil,Nail Care,18.99,2024-10-28 09:11:20
CUST440,PROD041,Body Mist,Fragrance,98.49,2024-04-03 11:15:16
CUST203,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-11-19 02:52:32
CUST300,PROD041,Body Mist,Fragrance,98.49,2024-02-19 04:47:52
CUST094,PROD002,Conditioner,Hair Care,89.49,2024-12-09 09:12:08
CUST506,PROD035,Shaving Cream,Shaving,46.49,2024-02-05 15:24:22
CUST477,PROD005,Hair Mask,Hair Care,48.49,2024-12-06 21:01:57
CUST228,PROD025,Eyeliner,Makeup,12.49,2024-12-03 13:17:26
CUST096,PROD013,Nail Strengthener,Nail Care,58.49,2024-06-08 08:24:16
CUST546,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-01-08 15:56:30
CUST108,PROD039,Feminine Wash,Hygiene,96.49,2024-06-27 09:23:33
CUST001,PROD021,Straightener,Tools/Accessories,78.99,2024-12-29 18:03:11
CUST433,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-01-27 16:30:01
CUST395,PROD039,Feminine Wash,Hygiene,96.49,2024-01-17 17:03:57
CUST567,PROD010,Toner,Skin Care,98.49,2024-09-30 03:24:43
CUST447,PROD032,Mouthwash,Oral Care,48.49,2024-11-04 13:42:24
CUST275,PROD011,Nail Polish,Nail Care,23.49,2024-07-23 10:24:41
CUST367,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-01-16 19:18:06
CUST338,PROD015,Body Lotion,Body Care,58.99,2024-04-22 00:09:41
CUST411,PROD027,Blush,Makeup,53.99,2024-12-23 18:47:53
CUST099,PROD009,Face Scrub,Skin Care,52.49,2024-10-18 09:05:49
CUST537,PROD012,Nail Remover,Nail Care,96.49,2024-10-20 23:21:06
CUST193,PROD003,Hair Oil,Hair Care,35.49,2024-06-24 22:17:08
CUST194,PROD029,Aroma Candles,Aromatherapy,63.49,2024-11-03 00:44:43
CUST398,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-01-25 01:39:55
CUST472,PROD036,Aftershave,Shaving,43.49,2024-11-27 07:34:42
CUST309,PROD041,Body Mist,Fragrance,98.49,2024-08-30 18:39:42
CUST078,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-12-28 14:46:49
CUST276,PROD003,Hair Oil,Hair Care,35.49,2024-09-01 16:45:31
CUST270,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-10-22 17:53:41
CUST174,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-08-04 10:31:38
CUST214,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-12-30 04:16:06
CUST189,PROD011,Nail Polish,Nail Care,23.49,2024-06-20 13:02:17
CUST026,PROD041,Body Mist,Fragrance,98.49,2024-03-05 07:20:20
CUST051,PROD039,Feminine Wash,Hygiene,96.49,2024-10-23 15:30:19
CUST561,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-02-01 07:26:40
CUST389,PROD003,Hair Oil,Hair Care,35.49,2024-03-27 04:09:52
CUST379,PROD011,Nail Polish,Nail Care,23.49,2024-10-21 15:16:28
CUST557,PROD007,Moisturizer,Skin Care,43.49,2024-05-23 09:42:37
CUST483,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-12-21 20:38:58
CUST526,PROD038,Wet Wipes,Hygiene,56.49,2024-11-02 07:10:01
CUST490,PROD012,Nail Remover,Nail Care,96.49,2024-05-31 18:49:02
CUST244,PROD005,Hair Mask,Hair Care,48.49,2024-10-27 01:32:42
CUST566,PROD039,Feminine Wash,Hygiene,96.49,2024-11-21 22:28:17
CUST035,PROD034,Razor,Shaving,21.49,2024-06-26 05:25:27
CUST438,PROD007,Moisturizer,Skin Care,43.49,2024-02-14 02:18:42
CUST146,PROD009,Face Scrub,Skin Care,52.49,2024-04-19 12:23:00
CUST296,PROD042,Cologne,Fragrance,56.99,2024-12-11 17:31:44
CUST012,PROD036,Aftershave,Shaving,43.49,2024-02-14 22:32:32
